Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Number of Premises Baited,Number of Premises with Garbage,Number of Premises with Rats,Current Activity,Most Recent Action,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
04/09/2015,Completed,04/14/2015,15-01219375,Rodent Baiting/Rat Complaint,3,0,5,Dispatch Crew,Inspected and baited,6801 W 63RD PL,60638,1132171.97877597,1861662.11250918,23,8,64,41.7766328192,-87.7910212339,"(41.77663281918925, -87.79102123388274)"
04/09/2015,Completed,04/13/2015,15-01217485,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,Inspected and baited,4214 N GREENVIEW AVE,60613,1165309.05351416,1928126.90096957,47,19,6,41.9583803123,-87.6676516875,"(41.95838031226934, -87.66765168745066)"
04/09/2015,Completed,04/13/2015,15-01219734,Rodent Baiting/Rat Complaint,4,5,1,Dispatch Crew,Inspected and baited,3650 N MARMORA AVE,60634,1136380.28707155,1923763.20733058,38,16,15,41.9469733037,-87.7741105004,"(41.946973303748535, -87.77411050038404)"
04/09/2015,Completed,04/13/2015,15-01215841,Rodent Baiting/Rat Complaint,1,4,1,Dispatch Crew,Inspected and baited,1932 W LARCHMONT AVE,60613,1162611.98510286,1926232.7300684,47,19,5,41.9532396775,-87.6776203788,"(41.953239677490984, -87.67762037881559)"
04/09/2015,Completed,04/14/2015,15-01216689,Rodent Baiting/Rat Complaint,2,3,4,Dispatch Crew,Inspected and baited,1600 N TRIPP AVE,60639,1147813.06787411,1910295.38829383,30,25,23,41.909803999,-87.7324332956,"(41.90980399896635, -87.73243329561515)"
04/09/2015,Completed,04/13/2015,15-01216940,Rodent Baiting/Rat Complaint,2,2,0,Dispatch Crew,Inspected and baited,5156 W MELROSE ST,60641,1141418.16147082,1921119.42072351,38,16,15,41.9396268107,-87.7556579283,"(41.93962681073292, -87.75565792832897)"
04/09/2015,Completed,04/17/2015,15-01217929,Rodent Baiting/Rat Complaint,5,10,5,Dispatch Crew,Inspected and baited,6605 S JUSTINE ST,60636,1167143.38601654,1860926.215302,17,7,67,41.7739367071,-87.6628376199,"(41.7739367071227, -87.66283761989281)"
04/09/2015,Completed,04/16/2015,15-01231945,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,4218 N LINCOLN AVE,60618,1161601.02898436,1927875.95977726,47,19,5,41.9577699497,-87.681290767,"(41.95776994966967, -87.68129076698574)"
04/09/2015,Completed,04/16/2015,15-01227569,Rodent Baiting/Rat Complaint,5,10,5,Dispatch Crew,Inspected and baited,1000 N ST LOUIS AVE,60651,1152859.51202499,1906441.37752955,27,11,23,41.8991297234,-87.7139968554,"(41.89912972340565, -87.71399685539329)"
04/09/2015,Completed,04/14/2015,15-01218069,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,5250 W WOLFRAM ST,60641,1141219.74767192,1918453.85001328,31,25,19,41.9323158858,-87.7564530904,"(41.93231588580141, -87.75645309040813)"
04/09/2015,Completed - Dup,04/13/2015,15-01227915,Rodent Baiting/Rat Complaint,,,,,,4350 S ALBANY AVE,60632,1156412.04991378,1875966.88338854,14,9,58,41.8154332577,-87.7017717585,"(41.81543325765764, -87.70177175846929)"
04/09/2015,Completed,04/14/2015,15-01216715,Rodent Baiting/Rat Complaint,3,7,4,Dispatch Crew,Inspected and baited,1900 N KILDARE AVE,60639,1147420.83336925,1912277.14619275,30,25,20,41.9152496717,-87.7338233283,"(41.91524967166314, -87.7338233282721)"
04/09/2015,Completed,04/14/2015,15-01220085,Rodent Baiting/Rat Complaint,6,9,6,Dispatch Crew,Inspected and baited,1055 N SPAULDING AVE,60651,1154115.6994784,1906921.59999391,26,11,23,41.9004225211,-87.709370062,"(41.90042252113898, -87.7093700619957)"
04/09/2015,Completed,04/14/2015,15-01214852,Rodent Baiting/Rat Complaint,1,2,2,Dispatch Crew,Inspected and baited,9201 S HALSTED ST,60620,1172593.16589276,1843835.59252011,21,22,73,41.7269195113,-87.6433622553,"(41.72691951128378, -87.64336225531305)"
04/09/2015,Completed,04/17/2015,15-01227686,Rodent Baiting/Rat Complaint,3,5,3,Dispatch Crew,Inspected and baited,6954 S CAMPBELL AVE,60629,1160909.13566721,1858461.73348026,15,8,66,41.7673049221,-87.6857592642,"(41.76730492210354, -87.68575926424336)"
04/09/2015,Completed,04/14/2015,15-01217268,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",2202 W BELDEN AVE,60647,1161295.50290829,1915361.82008953,32,14,22,41.92343678,-87.6827631373,"(41.923436780035125, -87.682763137263)"
04/09/2015,Completed,04/16/2015,15-01232169,Rodent Baiting/Rat Complaint,4,1,1,Dispatch Crew,Inspected and baited,3851 W MONTROSE AVE,60618,1149831.77830629,1928961.91041143,39,17,16,41.9609874603,-87.7245303732,"(41.96098746032904, -87.72453037322694)"
04/09/2015,Completed,04/17/2015,15-01216657,Rodent Baiting/Rat Complaint,0,7,3,Dispatch Crew,"Area inspected, no cause and no baiting",3447 W MADISON ST,60624,1153384.71289132,1899802.41162058,28,11,27,41.8809013202,-87.7122442997,"(41.880901320222904, -87.71224429972406)"
04/09/2015,Completed,04/16/2015,15-01231035,Rodent Baiting/Rat Complaint,6,4,4,Dispatch Crew,Inspected and baited,2238 N LINCOLN AVE,60614,1171644.97096694,1915127.18511514,43,18,7,41.9225711733,-87.6447425545,"(41.92257117332372, -87.64474255447621)"
04/09/2015,Completed,04/13/2015,15-01216723,Rodent Baiting/Rat Complaint,0,3,0,Dispatch Crew,Inspected and baited,4350 S ALBANY AVE,60632,1156412.04991378,1875966.88338854,14,9,58,41.8154332577,-87.7017717585,"(41.81543325765764, -87.70177175846929)"
04/09/2015,Completed,04/14/2015,15-01216682,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,1600 N KEDVALE AVE,60639,1148475.57528349,1910311.74483117,30,25,23,41.909836121,-87.729999075,"(41.90983612102807, -87.72999907500235)"
04/09/2015,Completed,04/14/2015,15-01216705,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,1700 N KEDVALE AVE,60639,1148456.851581,1910975.97358976,30,25,23,41.9116591917,-87.7300506961,"(41.9116591916912, -87.73005069607622)"
04/09/2015,Completed,04/13/2015,15-01218066,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2915 W COYLE AVE,60645,1155691.6100966,1945954.58572362,50,24,2,42.0074999353,-87.7025263516,"(42.0074999352604, -87.70252635157638)"
04/09/2015,Completed,04/14/2015,15-01219362,Rodent Baiting/Rat Complaint,2,2,3,Dispatch Crew,Inspected and baited,3647 W 31ST ST,60623,1152453.98082542,1883808.04077638,22,10,30,41.8370293392,-87.7160841216,"(41.83702933924529, -87.71608412158056)"
04/09/2015,Completed,04/16/2015,15-01222421,Rodent Baiting/Rat Complaint,8,6,8,Dispatch Crew,Inspected and baited,2669 W MAYPOLE AVE,60612,1158554.4656827,1900851.71677688,2,12,27,41.883676477,-87.6932325498,"(41.88367647702651, -87.69323254983614)"
04/09/2015,Completed,04/13/2015,15-01216708,Rodent Baiting/Rat Complaint,2,6,2,Dispatch Crew,Inspected and baited,6618 S PAULINA ST,60636,1166137.95868512,1860813.67098048,15,7,67,41.7736493221,-87.6665265211,"(41.773649322106614, -87.66652652108745)"
04/09/2015,Completed,04/16/2015,15-01227125,Rodent Baiting/Rat Complaint,0,6,1,Dispatch Crew,"Area inspected, no cause and no baiting",3034 N MASON AVE,60634,1136194.15011916,1919558.58780479,30,25,19,41.935438713,-87.7748953818,"(41.93543871301374, -87.77489538182081)"
04/09/2015,Completed,04/16/2015,15-01230304,Rodent Baiting/Rat Complaint,8,3,3,Dispatch Crew,Inspected and baited,3121 N RACINE AVE,60657,1167738.83666919,1920958.12991161,44,19,6,41.9386567581,-87.6589263177,"(41.93865675811992, -87.65892631771173)"
04/09/2015,Completed,04/14/2015,15-01214712,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3221 N GREENVIEW AVE,60657,1165739.36748565,1921558.9031312,32,19,6,41.9403482391,-87.6662576336,"(41.9403482391407, -87.66625763362353)"
04/09/2015,Completed,04/16/2015,15-01227555,Rodent Baiting/Rat Complaint,2,5,4,Dispatch Crew,Inspected and baited,309 W 50TH ST,60609,1175083.14896969,1871811.06777637,3,9,37,41.8036323284,-87.6334072889,"(41.80363232844391, -87.63340728890267)"
04/09/2015,Completed,04/13/2015,15-01217450,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,2901 W COYLE AVE,60645,1155783.1100966,1945957.98572362,50,24,2,42.0075074145,-87.7021896115,"(42.007507414474176, -87.70218961147387)"
04/09/2015,Completed,04/13/2015,15-01215817,Rodent Baiting/Rat Complaint,0,2,1,Dispatch Crew,Inspected and baited,3614 W 105TH ST,60655,1154047.3793104,1834749.92891993,19,22,74,41.7023746334,-87.7115386588,"(41.70237463336242, -87.71153865881901)"
04/09/2015,Completed,04/16/2015,15-01225255,Rodent Baiting/Rat Complaint,2,4,2,Dispatch Crew,Inspected and baited,2311 S WHIPPLE ST,60623,1156387.8400027,1888490.05991728,12,10,30,41.8497988638,-87.7015226973,"(41.849798863838906, -87.70152269729113)"
04/09/2015,Completed,04/14/2015,15-01216690,Rodent Baiting/Rat Complaint,2,7,3,Dispatch Crew,Inspected and baited,1600 N KILDARE AVE,60639,1147480.46598128,1910287.68472571,30,25,23,41.9097892471,-87.7336553458,"(41.90978924706944, -87.73365534576718)"
04/09/2015,Completed,04/13/2015,15-01217692,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,7945 S WABASH AVE,60619,1178088.42800075,1852345.46179378,6,6,44,41.7501489999,-87.6229752301,"(41.750148999858595, -87.62297523008506)"
04/09/2015,Completed,04/13/2015,15-01222318,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,Inspected and baited,1640 W HOLLYWOOD AVE,60660,1164281.30911619,1937855.02946649,40,20,77,41.9850965152,-87.6711536126,"(41.985096515235455, -87.67115361257652)"
04/09/2015,Completed,04/14/2015,15-01215820,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,1045 W LAKE ST,60607,1169359.91300462,1901621.04647493,27,12,28,41.8855595534,-87.6535317891,"(41.88555955344559, -87.65353178909083)"
04/09/2015,Completed,04/14/2015,15-01216216,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,632 W OAK ST,60610,1171859.12819154,1906902.03021512,27,18,8,41.8999961997,-87.6441984985,"(41.89999619972425, -87.64419849853876)"
04/09/2015,Completed,04/15/2015,15-01216547,Rodent Baiting/Rat Complaint,1,0,10,Dispatch Crew,Inspected and baited,3518 W CONGRESS PKWY,60624,1153078.38000129,1897470.55970303,28,11,27,41.8745085493,-87.7134309818,"(41.874508549268405, -87.71343098179766)"
04/09/2015,Completed,04/14/2015,15-01221784,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,3133 N KOSTNER AVE,60641,1146500.48562636,1920470.82158542,31,25,20,41.9377514968,-87.7369952667,"(41.937751496784266, -87.73699526666162)"
04/09/2015,Completed,04/15/2015,15-01216693,Rodent Baiting/Rat Complaint,2,4,7,Dispatch Crew,Inspected and baited,341 S TRUMBULL AVE,60624,1153475.33577517,1898156.53581406,28,11,27,41.8763830644,-87.7119552926,"(41.87638306435723, -87.71195529258543)"
04/09/2015,Completed,04/14/2015,15-01216795,Rodent Baiting/Rat Complaint,0,7,0,Dispatch Crew,"Area inspected, no cause and no baiting",708 S LYTLE ST,60607,1168071.61501479,1897028.79876722,25,12,28,41.8729859872,-87.6583952618,"(41.87298598717707, -87.65839526183444)"
04/09/2015,Completed,04/13/2015,15-01221686,Rodent Baiting/Rat Complaint,6,2,4,Dispatch Crew,Inspected and baited,6246 N TALMAN AVE,60659,1157529.32892826,1941361.10266678,50,24,2,41.9948578896,-87.6958908218,"(41.99485788963168, -87.69589082182885)"
04/09/2015,Completed,04/17/2015,15-01216401,Rodent Baiting/Rat Complaint,1,5,3,Dispatch Crew,Inspected and baited,213 S HOMAN AVE,60624,1153752.21480875,1898817.2177706,28,11,27,41.8781905399,-87.7109210874,"(41.87819053988508, -87.710921087428)"
04/09/2015,Completed,04/13/2015,15-01215735,Rodent Baiting/Rat Complaint,5,1,3,Dispatch Crew,Inspected and baited,6648 N WASHTENAW AVE,60645,1157121.08419302,1944005.29597397,50,24,2,42.0021219901,-87.6973202946,"(42.00212199011157, -87.69732029462575)"
04/09/2015,Completed,04/13/2015,15-01219094,Rodent Baiting/Rat Complaint,0,1,0,Dispatch Crew,Inspected and baited,6159 W 64TH PL,60638,1136467.80559084,1861116.8815331,13,8,64,41.7750611847,-87.7752855383,"(41.7750611847066, -87.7752855383364)"
04/09/2015,Completed,04/14/2015,15-01216777,Rodent Baiting/Rat Complaint,0,4,0,Dispatch Crew,"Area inspected, no cause and no baiting",2336 W TAYLOR ST,60612,1160850.34749785,1895518.07888611,25,12,28,41.8689931852,-87.6849498238,"(41.86899318524534, -87.68494982375492)"
04/09/2015,Completed,04/14/2015,15-01216681,Rodent Baiting/Rat Complaint,1,6,6,Dispatch Crew,Inspected and baited,1600 N KEELER AVE,60639,1148146.15039178,1910303.58261318,30,25,23,41.9098200753,-87.7312094668,"(41.909820075265664, -87.7312094667651)"
04/09/2015,Completed,04/14/2015,15-01216924,Rodent Baiting/Rat Complaint,0,5,1,Dispatch Crew,Inspected and baited,3236 N KEELER AVE,60641,1147836.95606758,1921306.35706573,30,17,16,41.940018662,-87.7320619035,"(41.940018662021316, -87.73206190354449)"
04/09/2015,Completed,04/14/2015,15-01217192,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",1351 E PARK PL,60637,1186106.9353986,1868560.67839468,5,2,41,41.7944595627,-87.593080749,"(41.79445956267745, -87.59308074898092)"
04/09/2015,Completed,04/13/2015,15-01222358,Rodent Baiting/Rat Complaint,0,3,2,Dispatch Crew,Inspected and baited,2224 W 108TH PL,60643,1163479.40917323,1832746.28239632,19,22,75,41.6966842174,-87.6770567816,"(41.69668421738506, -87.6770567815618)"
04/09/2015,Completed,04/14/2015,15-01216912,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,1028 S MAY ST,60607,1168949.33127961,1895611.80680767,25,12,28,41.8690786674,-87.6552138662,"(41.86907866735182, -87.65521386624037)"
04/09/2015,Open - Dup,,15-01216737,Rodent Baiting/Rat Complaint,,,,,,1445 W TAYLOR ST,60607,1166794.34999518,1895681.42018517,2,12,28,41.8693161341,-87.6631233111,"(41.869316134106626, -87.6631233110701)"
04/09/2015,Completed,04/13/2015,15-01219977,Rodent Baiting/Rat Complaint,1,2,3,Dispatch Crew,Inspected and baited,3171 N CAMBRIDGE AVE,60657,1172023.19989519,1921285.49197824,44,19,6,41.9394614832,-87.64317069,"(41.93946148323408, -87.6431706900103)"
04/09/2015,Completed,04/16/2015,15-01228245,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",4520 N DRAKE AVE,60625,1151907.50216563,1929810.36560475,33,17,14,41.9632749563,-87.7168764359,"(41.96327495633337, -87.71687643586691)"
04/09/2015,Completed,04/13/2015,15-01217188,Rodent Baiting/Rat Complaint,0,4,4,Dispatch Crew,Inspected and baited,4802 N BROADWAY,60640,1167448.81010572,1932044.04971464,48,20,3,41.9690832268,-87.6596719591,"(41.96908322678735, -87.65967195911298)"
04/09/2015,Completed,04/16/2015,15-01230305,Rodent Baiting/Rat Complaint,8,3,3,Dispatch Crew,Inspected and baited,3125 N RACINE AVE,60657,1167737.23666919,1921002.62991161,44,19,6,41.9387789028,-87.6589309114,"(41.93877890276189, -87.65893091143172)"
04/09/2015,Completed,04/17/2015,15-01223880,Rodent Baiting/Rat Complaint,4,3,4,Dispatch Crew,Inspected and baited,3714 N KENMORE AVE,60613,1168612.38993083,1924850.29292788,44,19,6,41.9493181174,-87.6556027173,"(41.94931811741297, -87.6556027172726)"
04/09/2015,Completed,04/15/2015,15-01218339,Rodent Baiting/Rat Complaint,3,1,4,Dispatch Crew,Inspected and baited,7 N HOMAN BLVD,60624,1153720.01289132,1899875.91162058,28,11,27,41.8810963465,-87.7110111388,"(41.88109634652129, -87.71101113883628)"
04/09/2015,Completed,04/17/2015,15-01216520,Rodent Baiting/Rat Complaint,1,5,3,Dispatch Crew,Inspected and baited,3357 W ADAMS ST,60624,1154038.91480875,1898874.0177706,28,11,27,41.8783406948,-87.7098668699,"(41.87834069478662, -87.70986686992163)"
04/09/2015,Completed,04/15/2015,15-01216582,Rodent Baiting/Rat Complaint,1,0,2,Dispatch Crew,Inspected and baited,3303 W JACKSON BLVD,60624,1154410.06859746,1898498.83067504,28,11,27,41.877303736,-87.7085140969,"(41.87730373595988, -87.70851409687083)"
04/09/2015,Completed,04/14/2015,15-01216813,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,"Area inspected, no cause and no baiting",914 S MILLER ST,60607,1169756.73481793,1896036.39141044,25,12,28,41.8702262194,-87.6522373361,"(41.87022621936827, -87.65223733606038)"
04/09/2015,Completed,04/15/2015,15-01216638,Rodent Baiting/Rat Complaint,1,1,4,Dispatch Crew,Inspected and baited,3439 W MADISON ST,60624,1153442.11289132,1899803.81162058,28,11,27,41.8809040219,-87.7120334927,"(41.88090402187421, -87.71203349271849)"
04/09/2015,Completed,04/13/2015,15-01218561,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,Inspected and baited,1617 W GREGORY ST,60640,1164544.50591476,1936931.36990882,40,20,77,41.9825563761,-87.6702119027,"(41.98255637607876, -87.67021190269236)"
04/09/2015,Completed,04/13/2015,15-01215611,Rodent Baiting/Rat Complaint,1,4,3,Dispatch Crew,Inspected and baited,4701 S ELLIS AVE,60615,1183709.77910174,1874046.48732579,4,2,39,41.8095693634,-87.6016997106,"(41.809569363436125, -87.60169971059611)"
04/09/2015,Completed,04/13/2015,15-01219582,Rodent Baiting/Rat Complaint,2,1,2,Dispatch Crew,Inspected and baited,10424 S TROY ST,60655,1157169.60231465,1835336.85847586,19,22,74,41.7039228464,-87.7000900028,"(41.70392284640096, -87.70009000279242)"
04/09/2015,Completed,04/16/2015,15-01223871,Rodent Baiting/Rat Complaint,1,1,1,Dispatch Crew,Inspected and baited,2204 W IRVING PARK RD,60618,1160937.28199412,1926527.06259371,47,19,5,41.9540823374,-87.6837685123,"(41.954082337412686, -87.6837685123443)"
04/09/2015,Completed,04/17/2015,15-01230887,Rodent Baiting/Rat Complaint,1,7,4,Dispatch Crew,Inspected and baited,2135 W SHAKESPEARE AVE,60647,1161767.89279106,1914383.09181046,32,14,22,41.920741236,-87.6810547595,"(41.920741235983265, -87.68105475953709)"
04/09/2015,Completed,04/16/2015,15-01222932,Rodent Baiting/Rat Complaint,1,3,3,Dispatch Crew,Inspected and baited,2728 N HAMPDEN CT,60614,1172431.67630854,1918307.28579976,43,19,7,41.9312801354,-87.6417577327,"(41.931280135365846, -87.64175773270003)"
04/09/2015,Completed,04/13/2015,15-01218761,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,Inspected and baited,1675 W EDGEWATER AVE,60660,1163966.43998989,1938143.84000152,40,20,77,41.9858956948,-87.6723034714,"(41.985895694838334, -87.67230347142)"
04/09/2015,Completed,04/17/2015,15-01227157,Rodent Baiting/Rat Complaint,7,7,7,Dispatch Crew,Inspected and baited,2317 N SOUTHPORT AVE,60614,1166599.40598582,1915508.83751926,32,18,7,41.923728131,-87.6632704984,"(41.92372813095591, -87.6632704983781)"
04/09/2015,Completed,04/13/2015,15-01220128,Rodent Baiting/Rat Complaint,3,1,4,Dispatch Crew,Inspected and baited,5845 S KENNETH AVE,60629,1147700.06262335,1865475.91422825,13,8,62,41.786815692,-87.7339975257,"(41.78681569197894, -87.73399752567559)"
04/09/2015,Completed,04/13/2015,15-01215872,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,6636 S HONORE ST,60636,1165156.79369663,1860670.03751942,15,7,67,41.7732759923,-87.6701273294,"(41.7732759922648, -87.67012732936493)"
04/09/2015,Completed,04/16/2015,15-01225243,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,"Area inspected, no cause and no baiting",3113 W 77TH ST,60652,1156896.56001174,1853393.23551902,18,8,70,41.7534781352,-87.700603816,"(41.753478135245935, -87.70060381602777)"
04/09/2015,Completed,04/14/2015,15-01216019,Rodent Baiting/Rat Complaint,3,1,0,Dispatch Crew,Inspected and baited,1200 W RANDOLPH ST,60607,1168490.87611078,1901134.37051491,27,12,28,41.8842429265,-87.6567371338,"(41.88424292651011, -87.6567371338267)"
04/09/2015,Completed,04/13/2015,15-01217703,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,425 W ALDINE AVE,60657,1172613.17465,1922315.8252,44,19,6,41.9422757003,-87.6409717984,"(41.94227570025156, -87.6409717983666)"
04/09/2015,Completed,04/14/2015,15-01220476,Rodent Baiting/Rat Complaint,0,2,0,Dispatch Crew,Inspected and baited,5301 W GEORGE ST,60641,1140537.79859628,1918769.49527288,31,25,19,41.9331946127,-87.7589514316,"(41.93319461266304, -87.75895143157051)"
04/09/2015,Completed,04/16/2015,15-01225283,Rodent Baiting/Rat Complaint,0,1,1,Dispatch Crew,Inspected and baited,6809 W BELMONT AVE,60634,1130425.19379819,1920510.71912362,36,25,18,41.9381526334,-87.7960750894,"(41.93815263342125, -87.79607508940225)"
04/09/2015,Completed,04/14/2015,15-01216702,Rodent Baiting/Rat Complaint,2,4,6,Dispatch Crew,Inspected and baited,1700 N KARLOV AVE,60639,1148788.80221582,1910983.7694665,30,25,23,41.9116741709,-87.728831,"(41.911674170880275, -87.728831000022)"
04/09/2015,Completed,04/14/2015,15-01216712,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,1700 N KILDARE AVE,60639,1147460.72288846,1910951.24100907,31,25,23,41.911610491,-87.7337108331,"(41.91161049099725, -87.73371083310818)"
04/09/2015,Completed,04/13/2015,15-01217421,Rodent Baiting/Rat Complaint,0,2,2,Dispatch Crew,Inspected and baited,4210 N GREENVIEW AVE,60613,1165310.15351416,1928084.40096957,47,19,6,41.958263667,-87.6676488572,"(41.958263667005426, -87.66764885721302)"
04/09/2015,Completed,04/16/2015,15-01218103,Rodent Baiting/Rat Complaint,4,10,5,Dispatch Crew,Inspected and baited,2648 W HOMER ST,60647,1158402.4958201,1912853.43032031,1,14,22,41.9166133062,-87.6934618865,"(41.916613306188026, -87.6934618864955)"
04/09/2015,Completed,04/16/2015,15-01226390,Rodent Baiting/Rat Complaint,3,4,3,Dispatch Crew,Inspected and baited,5117 W PARKER AVE,60639,1141796.66878752,1917804.11798625,31,25,19,41.9305222839,-87.7543490734,"(41.9305222839495, -87.7543490733749)"
04/09/2015,Completed,04/13/2015,15-01218547,Rodent Baiting/Rat Complaint,3,2,2,Dispatch Crew,Inspected and baited,2740 W MORSE AVE,60645,1156826.90628018,1945665.49008768,50,24,2,42.0066836161,-87.6983572476,"(42.00668361607793, -87.69835724762765)"
04/09/2015,Completed,04/13/2015,15-01217930,Rodent Baiting/Rat Complaint,5,3,4,Dispatch Crew,Inspected and baited,6140 N MOZART ST,60659,1156228.67292098,1940638.06546887,50,24,2,41.9929003122,-87.7006949099,"(41.99290031220937, -87.70069490990505)"
04/09/2015,Completed,04/13/2015,15-01217439,Rodent Baiting/Rat Complaint,0,5,0,Dispatch Crew,Inspected and baited,2650 W HOMER ST,60647,1158724.7958201,1912860.33032031,1,14,22,41.9166256356,-87.6922775732,"(41.916625635594805, -87.6922775732068)"
04/09/2015,Completed,04/13/2015,15-01216756,Rodent Baiting/Rat Complaint,2,5,2,Dispatch Crew,Inspected and baited,4402 S TROY ST,60632,1156102.56496702,1875282.09947151,14,9,58,41.8135603571,-87.7029254384,"(41.813560357149036, -87.70292543840459)"
04/09/2015,Completed,04/17/2015,15-01227700,Rodent Baiting/Rat Complaint,3,3,2,Dispatch Crew,Inspected and baited,4363 S TROY ST,60632,1156033.8534718,1875511.46593216,14,9,58,41.8141911518,-87.7031713089,"(41.8141911517556, -87.70317130893937)"
04/09/2015,Completed,04/13/2015,15-01217983,Rodent Baiting/Rat Complaint,0,3,3,Dispatch Crew,Inspected and baited,966 W CUYLER AVE,60613,1169188.03600406,1927084.17990835,46,19,3,41.9554354771,-87.6534215965,"(41.955435477096934, -87.65342159650231)"
04/09/2015,Completed,04/14/2015,15-01216709,Rodent Baiting/Rat Complaint,1,6,1,Dispatch Crew,Inspected and baited,1700 N KEELER AVE,60639,1148125.32556587,1910967.68110639,30,25,23,41.9116428286,-87.7312688446,"(41.91164282862574, -87.73126884458321)"
04/09/2015,Completed,04/17/2015,15-01218752,Rodent Baiting/Rat Complaint,1,5,1,Dispatch Crew,Inspected and baited,5600 S SEELEY AVE,60636,1163649.16622253,1867510.99218694,15,7,67,41.7920802408,-87.6754620887,"(41.79208024084202, -87.67546208874026)"
04/09/2015,Completed,04/13/2015,15-01215851,Rodent Baiting/Rat Complaint,2,2,2,Dispatch Crew,Inspected and baited,5137 W WELLINGTON AVE,60641,1141603.17149966,1919461.40598134,31,25,19,41.9350736321,-87.7550190608,"(41.93507363213643, -87.75501906080528)"
04/09/2015,Completed,04/13/2015,15-01216473,Rodent Baiting/Rat Complaint,2,5,3,Dispatch Crew,Inspected and baited,1831 N CALIFORNIA AVE,60647,1157414.81200007,1912076.82997718,1,14,22,41.9145024173,-87.6971117856,"(41.914502417300014, -87.6971117856426)"
04/09/2015,Completed,04/13/2015,15-01218827,Rodent Baiting/Rat Complaint,0,0,0,Dispatch Crew,Inspected and baited,439 W ALDINE AVE,60657,1172456.17465,1922312.1252,44,19,6,41.9422690256,-87.6415489482,"(41.942269025598605, -87.64154894821581)"
04/09/2015,Completed,04/14/2015,15-01216696,Rodent Baiting/Rat Complaint,1,6,7,Dispatch Crew,Inspected and baited,1600 N KARLOV AVE,60639,1148809.66630734,1910320.08250444,30,25,23,41.9098525452,-87.7287715367,"(41.90985254524655, -87.72877153665466)"
04/09/2015,Completed,04/14/2015,15-01220113,Rodent Baiting/Rat Complaint,2,3,3,Dispatch Crew,Inspected and baited,6210 W 63RD PL,60638,1136106.87101546,1861772.03837088,23,8,64,41.7768654764,-87.7765931566,"(41.77686547636007, -87.77659315662385)"
04/09/2015,Completed,04/13/2015,15-01215862,Rodent Baiting/Rat Complaint,1,3,1,Dispatch Crew,Inspected and baited,4916 W HUBBARD ST,60644,1143512.23687124,1902561.41288361,28,15,25,41.8886626869,-87.7484266402,"(41.88866268689539, -87.74842664022906)"
04/09/2015,Completed,04/16/2015,15-01226053,Rodent Baiting/Rat Complaint,1,2,1,Dispatch Crew,Inspected and baited,5249 W ROSCOE ST,60641,1140768.34909136,1922102.20911136,38,16,15,41.9423356697,-87.7580219711,"(41.942335669721, -87.7580219711222)"
04/09/2015,Completed,04/14/2015,15-01216711,Rodent Baiting/Rat Complaint,1,5,5,Dispatch Crew,Inspected and baited,1700 N TRIPP AVE,60639,1147790.73772874,1910959.14352295,30,25,23,41.9116258389,-87.7324982472,"(41.91162583891119, -87.73249824720918)"
04/09/2015,Completed,04/13/2015,15-01219193,Rodent Baiting/Rat Complaint,1,1,2,Dispatch Crew,Inspected and baited,6201 W 64TH PL,60638,1136191.90559084,1861107.8815331,13,8,64,41.7750413955,-87.7762971867,"(41.77504139547484, -87.77629718671248)"
